FID,UID,POI_ID,NAME,UNIT_SUITE,ADDRESS,DELIV_MODE,CITY,MUNICIPAL,PROV,POST_CODE,LOCATION,PHONE,FAX,TOLL_FREE,WEBSITE,CAF,EPOI_TYPE,SIC_1,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,NAICS_1,NAICS_2,NAICS_3,NAICS_4,NAICS_5,SIC_MJ_GRP,SIC_DIV,LONGITUDE,LATITUDE,PREC_CODE,ATTRIBCODE,STATUS,COMM_NAME,GRP_IND,ELEVATION,ACCURACY,ACQ_TECH,x,y
70,45B4B060-9282-44C9-A051-6F784521EDD6,POI10176068,PDQ PAINTING & DECORATING LTD, , , ,HAY RIVER,HAY RIVER,NT, , ,867-874-6869, , , , , ,17210000,00000000,00000000,00000000,00000000,00000000,23521,00000,00000,00000,00000,17,C,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
71,466EFB5D-C8CD-47CE-AA83-8E00EA25ACD8,POI10176070,YELLOWKNIFE HEALTH CENTRE, ,4915 48 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-920-7777,867-920-7711, , ,ADD798771, ,80110000,00000000,00000000,00000000,00000000,00000000,621112,00000,00000,00000,00000,80,I,-114.3699285,62.4555089,4,2, , , ,187.725,50,6,-114.3699284997,62.4555089000158
72,F39F1EA0-8953-4CA0-8B33-D4178C50BB9E,POI10176086,E L MECHANICAL, , , ,FORT SIMPSON,FORT SIMPSON,NT,X0E0N0, ,867-695-2903, , , , , ,17110000,00000000,00000000,00000000,00000000,00000000,23511,00000,00000,00000,00000,17,C,-121.347627,61.861763,8,2, , , ,122,-1,12,-121.347626999586,61.8617629998626
73,83BCE20D-AEE9-43DF-8BFD-4600DE2C4D1F,POI10176087,TLICHO GOVERNMENT-WEKWEETI, , , ,WEKWETI,"REGION 3, UNORGANIZED",NT,X0E1W0, ,867-713-2511, , , , , ,73890000,00000000,00000000,00000000,00000000,00000000,49111,00000,00000,00000,00000,73,I,-114.205719,64.117051,8,2, , , ,380.963,-1,12,-114.205719000332,64.1170510000037
74,4D386E90-1393-42C1-8280-5F0BDDA3930F,POI10176088,L&L MANAGEMENT SERVICES LTD, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-766-4112, , , , , ,65310000,00000000,00000000,00000000,00000000,00000000,531312,00000,00000,00000,00000,65,H,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
75,1524953F-53D5-43E2-9BE3-1264F494AAA4,POI10176094,ARCTIC CANADA CONSTRUCTION LTD - DAVE MCCANN, , , ,FORT SIMPSON,FORT SIMPSON,NT,X0E0N0, ,867-445-6330, , , , , ,17610000,00000000,00000000,00000000,00000000,00000000,23561,00000,00000,00000,00000,17,C,-121.347627,61.861763,8,2, , , ,122,-1,12,-121.347626999586,61.8617629998626
76,F8100D04-DE5C-4536-A09B-41E882C825C4,POI10176104,MJ TAXI, , , ,CAPE DORSET,CAPE DORSET,NU,X0A0C0, ,867-897-7979, , , , , ,41210000,00000000,00000000,00000000,00000000,00000000,48531,00000,00000,00000,00000,41,E,-76.540568,64.233304,8,2, , , ,17.113,-1,12,-76.5405680001131,64.2333040001795
77,2DFE5C07-168D-48C6-AFDF-58955BEEF2ED,POI10176105,OLINTO'S TAXI LTD, ,9918 101 ST, ,FORT SIMPSON,FORT SIMPSON,NT,X0E0N0, ,867-695-2179, , , , , ,41210000,00000000,00000000,00000000,00000000,00000000,48531,00000,00000,00000,00000,41,E,-121.350165171,61.8625596124,5,2, , , ,122,100,12,-121.350165170586,61.8625596121365
78,72BD4685-BA65-40B3-B329-278F0262D6C2,POI10176106,S&G TAXI, , , ,RANKIN INLET,RANKIN INLET,NU,X0C0G0, ,867-645-4000, , , , , ,41210000,00000000,00000000,00000000,00000000,00000000,48531,00000,00000,00000,00000,41,E,-92.122869,62.829088,8,2, , , ,11.998,-1,12,-92.1228689999044,62.8290880001112
79,E854FF85-C58C-42E4-91EF-EA8EB8127870,POI10176107,WOLF TRACKS TAXI, , , ,CAMBRIDGE BAY,CAMBRIDGE BAY,NU,X0B0C0, ,867-983-2300, , , , , ,41210000,00000000,00000000,00000000,00000000,00000000,48531,00000,00000,00000,00000,41,E,-105.059775,69.114956,8,2, , , ,3.001,-1,12,-105.059774999716,69.1149560004191
80,46A465F7-55DB-41B1-91FC-43EF8F727274,POI10176112,PIVINIIT THRIFT SHOP, , , ,IQALUIT,IQALUIT,NU, , ,867-979-2120, , , , , ,59320000,00000000,00000000,00000000,00000000,00000000,45331,00000,00000,00000,00000,59,G,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
81,BDCB2BE5-DB39-41FE-9469-0B82E7CB63C8,POI10176113,BOGG-N-TOW, ,33 TRAILS END CRES, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1A4, ,867-446-2276, , , ,ADD763310, ,75490000,00000000,00000000,00000000,00000000,00000000,48841,00000,00000,00000,00000,75,I,-114.3646387,62.4597676,1,2, , , ,182.887,25,5,-114.364638700016,62.4597675999948
82,B09549D6-D969-4CAA-B13B-4B1F1AFCE4A9,POI10176114,BOGG-N-TOW - REPAIR LINE, ,33 TRAILS END CRES, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1A4, ,867-445-9707, , , ,ADD763310, ,75490000,00000000,00000000,00000000,00000000,00000000,48841,00000,00000,00000,00000,75,I,-114.3646387,62.4597676,1,2, , , ,182.887,25,5,-114.364638700016,62.4597675999948
83,4C7CD32E-9FB0-4757-8AEB-611B935AD164,POI10176115,DETON CHO CORPORATION LOGISTICS, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-6970, , , , , ,42310000,00000000,00000000,00000000,00000000,00000000,48849,00000,00000,00000,00000,42,E,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
84,571631AF-A3B0-43E2-8410-2BE4D4764B8B,POI10176116,NUNAVUT SEALINK & SUPPLY INC (NSSI), , , ,RANKIN INLET,RANKIN INLET,NU,X0C0G0, ,867-645-2019, , , , , ,42310000,00000000,00000000,00000000,00000000,00000000,48849,00000,00000,00000,00000,42,E,-92.122869,62.829088,8,2, , , ,11.998,-1,12,-92.1228689999044,62.8290880001112
85,4A676A0E-E60B-4E19-A474-3290C79C7B89,POI10176117,SHAZAM TRAVEL, , , ,IQALUIT,IQALUIT,NU, , ,867-979-3688, , , , , ,47240000,00000000,00000000,00000000,00000000,00000000,56151,00000,00000,00000,00000,47,E,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
86,BDFC39F4-E749-4F8B-B3C6-9DD71D61AC6D,POI10176120,UP NORTH TOURS, ,89 RUYANT CRES, ,INUVIK,INUVIK,NT,X0E0T0, ,867-777-2028, , , , , ,41190000,00000000,00000000,00000000,00000000,00000000,48711,00000,00000,00000,00000,41,E,-133.737211,68.36783,2,2, , , ,15.002,25,6,-133.737210999888,68.3678299995549
87,92852EEE-2F9A-4BAC-83CE-E1B603F2E259,POI10176126,AIMAYUNGA WOMAN'S EMERGENCY FOSTER CARE SHELTER, , , ,TUKTOYAKTUK,TUKTOYAKTUK,NT,X0E1C0, ,867-977-2000, , , , , ,94410000,00000000,00000000,00000000,00000000,00000000,92313,00000,00000,00000,00000,94,J,-133.034181,69.445358,8,2, , , ,0,-1,12,-133.034181000053,69.4453579997719
88,3EC932A7-83A5-4AF5-B18D-75C3B3C65440,POI10176127,LUTSELK'E YOUTH CENTRE, , , ,LUTSELK'E,LUTSELK'E,NT,X0E1A0, ,867-370-3073, , , , , ,83220000,00000000,00000000,00000000,00000000,00000000,62411,00000,00000,00000,00000,83,I,-110.736935,62.405494,8,2, , , ,167.222,-1,12,-110.73693499985,62.4054940001481
89,8BC5448B-8B09-4A3D-92EC-609191D0669A,POI10176128,PAULATUK YOUTH CENTRE, , , ,PAULATUK,PAULATUK,NT,X0E1N0, ,867-580-3926, , , , , ,83220000,00000000,00000000,00000000,00000000,00000000,62411,00000,00000,00000,00000,83,I,-124.071209,69.350935,8,2, , , ,1.001,-1,12,-124.071208999795,69.3509349999504
90,6A62B11F-4FDC-40F6-9263-572C7B5DB3C1,POI10177824,YOUTH OF TODAY SOCIETY - (ANGELS NEST), , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-633-9687, , ,http://www.road2angels.com, , ,83220000,00000000,00000000,00000000,00000000,00000000,62411,00000,00000,00000,00000,83,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
91,22E1FD87-E829-4FD0-A78B-E79662EDC73C,POI10177825,YOUTH OF TODAY SOCIETY - (ANGELS NEST), , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-633-9687, , ,http://www.road2angels.com, , ,83220000,00000000,00000000,00000000,00000000,00000000,62411,00000,00000,00000,00000,83,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
92,11FA5346-F181-4E1A-9C4D-14CA161CB7B5,POI10179205,WHITEWORKS CONSULTING, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-3363,867-920-4266, ,http://www.whiteworks.net, , ,87320000,87420000,00000000,00000000,00000000,00000000,54172,541613,00000,00000,00000,87,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
93,3FE0DA25-46F2-4DEA-B0D8-C7F480BA1ED6,POI10180843,EAGLE BOBCAT SERVICES, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-334-2147, , , , , ,07820000,07810000,00000000,00000000,00000000,00000000,56173,54132,23321,33312,00000,78,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
94,856DF249-BD4A-4E67-8894-DE2D80B9CADA,POI10181166,MUSIC YUKON, ,509 JARVIS ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2H7, ,867-456-2490, , ,http://www.musicyukon.com, , ,79290000,00000000,00000000,00000000,00000000,00000000,71113,00000,00000,00000,00000,79,I,-135.061219,60.720425,1,2, , , ,640.002,25,6,-135.061219000057,60.7204249996141
95,9789995B-1C23-49B0-8AC3-7399BF9BEC44,POI10181171,MUSIC YUKON, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-456-8742, , ,http://www.musicyukon.com, , ,82990000,00000000,00000000,00000000,00000000,00000000,61161,00000,00000,00000,00000,82,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
96,2E2D0008-77CA-4675-B985-CDE85E28A2E3,POI10183933,WESA INC,302,3506 WILEY RD, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2L6, ,867-446-2346,867-920-4779, ,http://www.wesa.ca, , ,87110000,89990000,00000000,00000000,00000000,00000000,54133,54162,00000,00000,00000,87,I,-114.349532,62.466179,2,2, , , ,166.972,25,6,-114.349531999802,62.466178999961
97,75872716-FA3C-4E2A-BC58-48901FFC57BF,POI10186582,BERNARD ISAACS CHARTERED ACCOUNTANT, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-335-4270, , , , , ,87210000,00000000,00000000,00000000,00000000,00000000,541219,541211,00000,00000,00000,87,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
98,B5CE5C1A-0D49-487B-B459-3CB4BDB74A06,POI10186583,COLLIN YOUNG CHARTERED ACCOUNTANT, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-456-7570, , , , , ,87210000,00000000,00000000,00000000,00000000,00000000,541211,00000,00000,00000,00000,87,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
99,F042400B-E8AD-4B52-A648-198F59FB5810,POI10186584,TINTINA AIR INC, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-332-8468, , , , , ,73590000,00000000,00000000,00000000,00000000,00000000,532411,00000,00000,00000,00000,73,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
100,0B358A1D-1C9F-402F-A3AF-D103DD21EBC6,POI10186586,SKOOKUM ASPHALT LTD - STAFF HOUSING, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-668-6121, , , , , ,29110000,00000000,00000000,00000000,00000000,00000000,32411,00000,00000,00000,00000,29,D,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
101,33E52FF8-6CF2-41E2-9E4F-B4560D131ACD,POI10186587,PACESETTER PRODUCTS, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-3902, , , , , ,50130000,75380000,00000000,00000000,00000000,00000000,42112,811111,00000,00000,00000,50,F,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
102,E8EBDB32-6A9F-40C9-B439-09D2DBF3D937,POI10186590,TAKHINI RIVER LODGE, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-3060, , , , , ,70110000,00000000,00000000,00000000,00000000,00000000,721191,00000,00000,00000,00000,70,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
103,C0A93A27-7A13-4FD6-AFF0-3F4261D6244A,POI10186591,IT FIGURES BOOKKEEPING, , , ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-2665, , , , , ,87210000,00000000,00000000,00000000,00000000,00000000,541219,00000,00000,00000,00000,87,I,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
104,30BD2941-8132-4280-B2E8-08AEB7419B95,POI10186593,INSITE HOME INSPECTIONS, ,5 PIKE PL, ,WHITEHORSE,WHITEHORSE,YT,Y1A6A1, ,867-334-8106, , , ,ADD911118, ,73890000,00000000,00000000,00000000,00000000,00000000,54135,00000,00000,00000,00000,73,I,-134.894984,60.584364,1,2, , , ,738.017,25,6,-134.894983999912,60.5843639996989
105,EBCDE79F-103F-4333-861D-44978CB54E27,POI10186594,ALASKA DIRECT BUS LINE INC, ,501 A OGILVIE ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2S6, ,867-668-4833, , , , , ,41110000,00000000,00000000,00000000,00000000,00000000,485113,00000,00000,00000,00000,41,E,-135.06452,60.725069,1,2, , , ,644.014,25,6,-135.064520000298,60.7250689997346
106,17806CA8-B19F-4628-934A-D259DB91D834,POI10186596,CAKE SHOP THE URBAN, ,2110 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1B9, ,867-668-4555, , , , , ,20530000,00000000,00000000,00000000,00000000,00000000,311813,00000,00000,00000,00000,20,D,-135.052794,60.719928,1,2, , , ,640.01,25,6,-135.052794000043,60.7199280000772
107,A1B904C3-CB89-4933-8F43-C046D5D5A687,POI10186598,PICKAPEPPA RESTAURANT, ,2074 2 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1B1, ,867-456-4990, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72232,72211,00000,00000,00000,58,G,-135.050405,60.716972,1,2, , , ,640.014,25,6,-135.050404999591,60.7169719995582
108,46E062FC-705E-4442-9DDB-472ED077545D,POI10186599,ALIGN YOUR SPINE CHIROPRACTIC CARE, ,15 ZIRCON LANE, ,WHITEHORSE,WHITEHORSE,YT,Y1A6A3, ,867-668-2889, , , , , ,80410000,00000000,00000000,00000000,00000000,00000000,62131,00000,00000,00000,00000,80,I,-135.110904,60.701751,1,2, , , ,768.021,25,6,-135.11090399982,60.7017510000087
109,73CF6689-682D-4A80-8E26-8B63A82ACF1E,POI10186601,BETWEEN CLOTHING & STUFF, ,110 B LAMBERT ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A1Z2, ,867-393-3990, , , , , ,56210000,00000000,00000000,00000000,00000000,00000000,44812,00000,00000,00000,00000,56,G,-135.050548,60.718464,1,2, , , ,640.01,25,6,-135.05054799989,60.7184640000136
110,6347FFD4-12B1-46E1-8082-AF2A2613AFC4,POI10186602,DON'S CONCRETE CUTTING SERVICE, ,603 ALEXANDER ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2M2, ,867-667-2707, , , , , ,17710000,00000000,00000000,00000000,00000000,00000000,23571,00000,00000,00000,00000,17,C,-135.063671,60.721668,1,2, , , ,640.002,25,6,-135.063670999817,60.721668000278
111,9ED714B7-16F2-46A8-8265-0B7C1FC5B17B,POI10186603,GREEN CONCRETE, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-4414, , , , , ,17710000,00000000,00000000,00000000,00000000,00000000,23571,00000,00000,00000,00000,17,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
112,870F53F8-C2E7-4292-9B80-73645EE8D139,POI10186604,VOGT ENTERPRISES, , , ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-6163, , , , , ,17710000,00000000,00000000,00000000,00000000,00000000,23571,00000,00000,00000,00000,17,C,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
113,CFD144D7-78B1-4C66-BC44-E65793F98E15,POI10186605,REDROLLIN, ,91044 ALASKA HWY, ,WHITEHORSE,WHITEHORSE,YT,Y1A5S8, ,867-334-2851, , , , , ,15210000,00000000,00000000,00000000,00000000,00000000,23321,00000,00000,00000,00000,15,C,-135.004996,60.641092,5,2, , , ,732.004,100,12,-135.004996000065,60.6410919995961
114,893F6EA2-0185-4CA2-B0E9-9D0A1B7B6CC0,POI10186606,THOMAS FINE CARPENTRY, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-633-3878, , , , , ,15210000,00000000,00000000,00000000,00000000,00000000,23321,00000,00000,00000,00000,15,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
115,0FB643BE-CCB5-4213-8EE5-485A775AD399,POI10186607,AIRTIGHT SOLUTIONS, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-633-6876,867-633-6867, , , , ,15210000,00000000,00000000,00000000,00000000,00000000,23321,00000,00000,00000,00000,15,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
116,22147A59-AE95-4FD7-8BE8-81141524A5BD,POI10186608,ARCTICVIEW INSTALLATIONS, ,22 PELLY RD, ,WHITEHORSE,WHITEHORSE,YT,Y1A4M1, ,867-334-4888, , , , , ,15210000,32110000,00000000,00000000,00000000,00000000,23321,327211,81149,00000,00000,15,C,-135.018773,60.702375,1,2, , , ,660.007,25,6,-135.018772999574,60.7023750000063
117,DA632644-C36A-40BF-B476-DE1A296CDC7D,POI10186610,KEARAH & WERI ENVIRONMENTAL CONTRACTING INC, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-3328, , , , , ,15210000,00000000,00000000,00000000,00000000,00000000,23321,00000,00000,00000,00000,15,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
118,63CC23D0-4E2F-448C-9177-18F02B07E99E,POI10186611,LOISEAU CONSTRUCTION, ,18 MARION CRES, ,WHITEHORSE,WHITEHORSE,YT,Y1A5S4, ,867-334-3820, , , , , ,15210000,00000000,00000000,00000000,00000000,00000000,23321,00000,00000,00000,00000,15,C,-135.217481,60.823137,1,2, , , ,688.003,25,6,-135.217480999848,60.8231370003723
119,147C722D-2312-4789-935C-F9F559C9E197,POI10186613,OVER THE TOP CONSTRUCTION, ,PO BOX 10529, ,WHITEHORSE,WHITEHORSE,YT,Y1A7A1, ,867-660-4207, , , , , ,15210000,35310000,00000000,00000000,00000000,00000000,23321,33312,56173,562991,562998,15,C,-135.090227,60.733183,6,2, , , ,689.026,-1,12,-135.090226999576,60.7331829997956
120,EF993825-1652-44A9-BC15-58E4F75C54E8,POI10186614,PENNER CONTRACTING, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-332-4558, , , , , ,15210000,00000000,00000000,00000000,00000000,00000000,23321,00000,00000,00000,00000,15,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
121,26F5211C-C4BA-466D-9500-9BDCFB411148,POI10186616,STEINER CONTRACTING, ,7 SPINEL PL, ,WHITEHORSE,WHITEHORSE,YT,Y1A6A6, ,867-333-0382, , , , , ,15210000,00000000,00000000,00000000,00000000,00000000,23321,00000,00000,00000,00000,15,C,-135.107451,60.70115,1,2, , , ,770.018,25,6,-135.107450999764,60.7011500001724
122,51C63646-FFA7-4889-A7CD-ABE7507D3C92,POI10186618,LAIRD JUDY - CHILD YOUTH & FAMILIES RSW, ,128 E COPPER RD, ,WHITEHORSE,WHITEHORSE,YT,Y1A2Z6, ,867-334-1742, , , ,ADD896478, ,83220000,00000000,00000000,00000000,00000000,00000000,62419,00000,00000,00000,00000,83,I,-135.081765,60.741323,1,2, , , ,646.012,25,6,-135.081764999655,60.7413230001564
123,9E6D6641-5B59-4B13-BD48-5C9E0287C0A5,POI10186619,ANGEL FALL MONTESSORI DAYCARE, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-668-6090, , , , , ,83510000,00000000,00000000,00000000,00000000,00000000,62441,00000,00000,00000,00000,83,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
124,22CB3E36-7D18-4617-91A0-CFB43576D5C0,POI10186620,CATHWAY WATER RESOURCES - CELL (TREVOR), , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-334-5384, , , , , ,17950000,35890000,00000000,00000000,00000000,00000000,23594,333319,00000,00000,00000,17,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
125,6DD892E4-E9DE-4F96-969B-1252D01629DD,POI10186621,CATHWAY WATER RESOURCES - CELL (RON), , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-334-4963, , , , , ,17950000,35890000,00000000,00000000,00000000,00000000,23594,333319,00000,00000,00000,17,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
126,D8CDF54C-3FD5-4E75-A831-1C80C43F4B76,POI10186622,ALX EXPLORATION SERVICES INC, ,48 LEVICH DR, ,WHITEHORSE,WHITEHORSE,YT,Y1A0A8, ,867-668-6096, , , , , ,35320000,00000000,00000000,00000000,00000000,00000000,333131,00000,00000,00000,00000,35,D,-135.0171075,60.64046,2,2, , , ,747.21,25,5,-135.018583887436,60.6412980378742
127,A058FBEF-863B-4D74-AF34-0A35CE6F6635,POI10186623,EARL THORNTON DRYWALL FINISHING - OFFICE, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-667-2794, , , , , ,17420000,00000000,00000000,00000000,00000000,00000000,23542,00000,00000,00000,00000,17,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
128,F044D183-C344-4EA3-BF9A-E361F1BF314F,POI10186624,WELLS DRYWALL & ACOUSTICS LTD, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-667-2102, , , , , ,17420000,00000000,00000000,00000000,00000000,00000000,23542,00000,00000,00000,00000,17,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
129,AA8CAB06-6D70-4E9B-AA62-20E0EC0C0911,POI10186625,DEANO'S ELECTRIC SERVICE, ,29 TAKHINI AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A3N5, ,867-335-3326, , , , , ,17310000,00000000,00000000,00000000,00000000,00000000,23531,00000,00000,00000,00000,17,C,-135.028605,60.706742,1,2, , , ,654.793,25,6,-135.028604999721,60.7067419999434
130,9D928C2A-A826-4CC0-9150-FD80857C0414,POI10186627,OLSON FENCING & CONTRACTING, ,1303 CENTENNIAL ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A3Z1, ,867-456-4377,867-456-4373, , , , ,33150000,00000000,00000000,00000000,00000000,00000000,331222,00000,00000,00000,00000,33,D,-135.140816,60.763243,1,2, , , ,720.533,25,6,-135.140815999659,60.7632430001644
131,1067F8EB-BD85-4CFB-B2E4-407268150939,POI10186628,HEADWATERS 2 OCEAN TROUTFITTER, ,16 HART CRES, ,WHITEHORSE,WHITEHORSE,YT,Y1A4R4, ,867-334-3661, , , , , ,59410000,09710000,00000000,00000000,00000000,00000000,45111,11421,00000,00000,00000,59,G,-135.022263,60.699851,1,2, , , ,655.023,25,6,-135.022263000437,60.699850999624
132,1FBDAAAA-8219-43FC-B9D8-A1A9085E751F,POI10186630,THE STUDIO WHERE YOGA & PILATES MEET UNDER ONE ROOF, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-456-2748, , , , , ,79910000,00000000,00000000,00000000,00000000,00000000,71394,00000,00000,00000,00000,79,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
133,46F8CBB7-FD2E-45B7-8BFD-D310AD77CAC3,POI10186631,JWP FLOORING SERVICES, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-334-9083, , , , , ,17520000,00000000,00000000,00000000,00000000,00000000,23552,00000,00000,00000,00000,17,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
134,BB50DBF8-C8B7-4B9D-8698-6CA15DB89AE6,POI10186632,MARWIN FLOORING, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-333-9561, , , , , ,17520000,00000000,00000000,00000000,00000000,00000000,23552,00000,00000,00000,00000,17,C,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
135,D15CED05-35EF-43ED-94F6-CCE2C57BAA56,POI10186633,PNW WASTE REMOVAL, ,3 BURNS RD, ,WHITEHORSE,WHITEHORSE,YT,Y1A4Z3, ,867-633-7734, , , ,ADD826114, ,42120000,00000000,00000000,00000000,00000000,00000000,562111,00000,00000,00000,00000,42,E,-135.083022,60.716259,1,2, , ,POI4992676,706.934,25,6,-135.083022000065,60.7162589999529
136,DF264213-FB98-4BC1-AC39-60D82F55A6EE,POI10186634,TRINKETS & TREASURES GIFTS, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-668-6690, , , , , ,59470000,00000000,00000000,00000000,00000000,00000000,45322,00000,00000,00000,00000,59,G,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
137,1DF6DD56-AD63-48F8-8719-5E159276E3F5,POI10186635,MID ARCTIC GOLD YUKON LTD, , , ,DAWSON,DAWSON,YT,Y0B1G0, ,867-993-6990, , , , , ,50940000,00000000,00000000,00000000,00000000,00000000,42194,00000,00000,00000,00000,50,F,-139.430255,64.060259,8,2, , , ,324.52,-1,12,-139.430254999569,64.060258999853
138,A1D09C0C-9595-4D4A-A151-F7E4F31F7DE7,POI10186637,40 BELOW FOOD & SNACKS, ,5 GEM PL, ,WHITEHORSE,WHITEHORSE,YT,Y1A6W1, ,867-333-0867,867-667-4214, , , , ,51410000,00000000,00000000,00000000,00000000,00000000,42241,00000,00000,00000,00000,51,F,-135.10673,60.694781,1,2, , , ,777.017,25,6,-135.10672999979,60.6947809996435
139,3DAA6B0F-D195-48CC-A08C-BADB8108055C,POI10186638,GODWIN'S CLEANING SERVICE - BUSINESS, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-668-3654, , , , , ,73490000,00000000,00000000,00000000,00000000,00000000,56172,00000,00000,00000,00000,73,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
140,6675F41B-C36B-4EEF-BB37-F3C2FF70716C,POI10186640,DAISHU'S JEWELRY & GIFTS, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-633-4001, , , , , ,59440000,00000000,00000000,00000000,00000000,00000000,44831,00000,00000,00000,00000,59,G,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
